rank,title,director,release_date,movie_type,format_type,nation,screens_total,sales_total_krw,audience_total,sales_seoul_krw,audience_seoul,genre,rating,film_class,seoul_ratio,release_year,nation_enc,rating_enc,genre_enc
953,The Enemy: The Secret of Empress Wu Zetian,This love,2017-06-28,Theatrical Release,Feature,KR,970,3357312530,470105,1117674930.0,152609,Action,18+,Commercial,0.32462747684028037,2017,36,2,0
954,Pacemaker,Western pole,2010-10-06,Theatrical Release,Feature,CN,286,3399300731,468273,1072773500.0,140934,Action,12+,Commercial,0.30096546245459377,2010,11,0,0
955,Glass,Kim Dal-joong,2012-01-18,Theatrical Release,Feature,KR,412,3443753000,467697,1074184000.0,139734,Romance,12+,Commercial,0.29877035773160826,2012,36,0,5
956,Madame Bbaengdeok,M. Night Shyamalan,2019-01-17,Theatrical Release,Feature,US,837,4277452982,466475,1422916782.0,148074,Romance,15+,Commercial,0.31743180234739266,2019,63,1,5
957,Car 2,Lim Pil-seong,2014-10-02,Theatrical Release,Feature,KR,536,3685882590,465749,1100816390.0,133245,Romance,18+,Commercial,0.2860875707730988,2014,36,2,5
958,I want to eat your pancreas,John Lasseter,2011-07-20,Theatrical Release,Feature,US,379,3681142000,465607,1175354000.0,135474,Animation,All Ages,Commercial,0.2909621204148563,2011,63,3,2
959,The Age of Innocence,Tsukikawa Sho,2017-10-25,Theatrical Release,Feature,JP,218,3705621800,465495,1048442800.0,128547,Romance,12+,Art film,0.27615119389037474,2017,35,0,5
960,Sanctum,Sanghoon Ahn,2015-03-05,Theatrical Release,Feature,KR,546,3702353828,465492,1047948228.0,125716,Other,18+,Commercial,0.2700712364551915,2015,36,2,4
961,Lockout: Extreme Mission,Alistair Grierson,2011-02-10,Theatrical Release,Feature,US,323,4825063000,464607,1576162500.0,141082,Other,15+,Commercial,0.3036587911934172,2011,63,1,4
962,Unstoppable,"James Mathers, Stephen St. Leger",2012-06-14,Theatrical Release,Feature,US,374,3373780000,462176,953106500.0,123921,Other,15+,Commercial,0.2681251298206744,2012,63,1,4
963,Life,Tony Scott,2010-11-10,Theatrical Release,Feature,US,309,3325136489,459535,1046015000.0,136364,Action,12+,Commercial,0.2967434471803018,2010,63,0,0
964,Neighborhood people,Daniel Espinosa,2017-04-05,Theatrical Release,Feature,US,647,3786712210,459421,1188643810.0,139729,Other,15+,Commercial,0.30414151725759164,2017,63,1,4
965,Saul's son,Im Jin-sun,2018-11-07,Theatrical Release,Feature,KR,731,3797676112,459020,709340562.0,82070,Action,15+,Commercial,0.17879395233323167,2018,36,1,0
966,"After sex, a 5-day trip",Rajkumar Hirani,2011-08-18,Theatrical Release,Feature,IN,232,3352570500,458988,1491279000.0,195629,Comedy,12+,Art film,0.42621811463480525,2011,30,0,3
967,Boys,Kim Hong-seon,2022-09-21,Theatrical Release,Feature,KR,1226,4769650393,458720,1122268787.0,108341,Action,18+,Commercial,0.23618111266131844,2022,36,2,0
968,No Breathing,Jeong Ji-young,2023-11-01,Theatrical Release,Feature,KR,1042,4303729586,452858,863053636.0,88316,Romance,15+,Commercial,0.19501918923812764,2023,36,1,5
969,Wonderful Ghost,Quiet Line,2013-10-30,Theatrical Release,Feature,KR,584,2991824739,451669,802364239.0,113253,Romance,15+,Commercial,0.25074335409337367,2013,36,1,5
970,Spy Genius,Jo Won-hee,2018-09-26,Theatrical Release,Feature,KR,351,3720931600,450374,783246100.0,92593,Comedy,12+,Commercial,0.20559135296442513,2018,36,0,3
971,Cloud Atlas,"Nick Bruno, Troy Kwan",2020-01-22,Theatrical Release,Feature,US,712,3689131180,449876,987127600.0,112433,Animation,All Ages,Commercial,0.2499199779494794,2020,63,3,2
972,Hidden Figures,"Lilly Wachowski, Lana Wachowski, Tom Tykwer",2013-01-09,Theatrical Release,Feature,US,382,3383430227,449071,1351448227.0,173379,Other,18+,Commercial,0.3860837150472865,2013,63,2,4
973,Detective Conan: Crimson Love,Theodore Melfi,2017-03-23,Theatrical Release,Feature,US,448,3576079033,448923,1591867433.0,194719,Romance,12+,Commercial,0.4337469900183328,2017,63,0,5
974,1% of South Korea,Shizuno Kobun,2017-08-02,Theatrical Release,Feature,JP,582,3255598200,448381,770592800.0,102460,Animation,12+,Commercial,0.22851102076136143,2017,35,0,2
975,Pororo the Movie Dragon Castle Adventure,Jo Myeong-nam,2010-05-05,Theatrical Release,Feature,KR,287,2280762516,447569,545735500.0,111248,Romance,12+,Commercial,0.2485605571431444,2010,36,0,5
976,Mission Possible,"Kang Seung-hoon, Yoon Je-wan",2022-07-28,Theatrical Release,Feature,KR,748,4189380075,447357,616513176.0,62640,Animation,All Ages,Commercial,0.14002239821887216,2022,36,3,2
977,Big Short,Kim Hyung-joo,2021-02-17,Theatrical Release,Feature,KR,930,4064099600,447048,724519180.0,80615,Comedy,15+,Commercial,0.18032739213686227,2021,36,1,3
978,Paranormal activity,Adam McKay,2016-01-21,Theatrical Release,Feature,US,489,3622268707,446664,1786531309.0,215870,Romance,18+,Commercial,0.4832939301130156,2016,63,2,5
979,I will catch it,Oren Pelly,2010-01-13,Theatrical Release,Feature,US,187,3265135449,446510,1234133000.0,159569,Other,12+,Commercial,0.3573693758258494,2010,63,0,4
980,Pororo the Movie: Computer Kingdom Adventure,Kim Hong-seon,2017-11-29,Theatrical Release,Feature,KR,565,3324033772,446379,794998472.0,102380,Action,15+,Commercial,0.22935666776438857,2017,36,1,0
981,The Huntsman: Winter's War,Park Young-gyun,2015-12-10,Theatrical Release,Feature,KR,544,3290582700,445014,659878500.0,84092,Animation,All Ages,Commercial,0.18896484155554658,2015,36,3,2
982,The Expendables 2,Sedic Nicholas Troyan,2016-04-13,Theatrical Release,Feature,US,557,3544262706,445009,988467906.0,118684,Action,12+,Commercial,0.26670022404041266,2016,63,0,0
983,Millennium: Men Who Hate Women,Simon West,2012-09-06,Theatrical Release,Feature,US,393,3206144228,444045,794739189.0,105302,Action,15+,Commercial,0.23714263194045648,2012,63,1,0
984,Special Delivery,David Fincher,2012-01-11,Theatrical Release,Feature,US,321,3504509000,443889,1671193500.0,205218,Action,18+,Commercial,0.46231828227327104,2012,63,2,0
985,"Don't cry, Tones",Park Dae-min,2022-01-12,Theatrical Release,Feature,KR,996,4172193200,443177,941899070.0,104032,Other,15+,Commercial,0.23474142385547986,2022,36,1,4
986,Warrior's Way,Gu Su-hwan,2010-09-09,Theatrical Release,Feature,KR,22,2529614776,441707,1084744000.0,174478,Other,All Ages,Art film,0.3950084558315807,2010,36,3,4
987,She's so pretty,Lee Seung-mu,2010-12-01,Theatrical Release,Feature,US,441,3134328730,437101,883586000.0,117792,Action,15+,Commercial,0.26948462712279314,2010,63,1,0
988,Season of the Witch: The Witch Convoy,Heo In-moo,2019-12-04,Theatrical Release,Feature,KR,761,3377895790,436257,658294480.0,83166,Romance,All Ages,Commercial,0.19063533651035972,2019,36,3,5
989,One line,Dominic Senna,2011-01-13,Theatrical Release,Feature,US,218,3277434500,435201,936385500.0,118501,Other,15+,Commercial,0.2722902750683018,2011,63,1,4
990,Shinbi Apartment The Movie: Dimensional Goblin and the Seven Worlds,Yang Kyung-mo,2017-03-29,Theatrical Release,Feature,KR,613,3310122433,433825,807184333.0,101624,Other,15+,Commercial,0.23425113813173515,2017,36,1,4
991,Neighbor cousin,Byun Young-gyu,2022-12-14,Theatrical Release,Feature,KR,665,4126165171,431892,577146904.0,58410,Animation,All Ages,Commercial,0.13524214386930067,2022,36,3,2
992,"The Swordsman, Memories of the Sword",This environment,2020-11-25,Theatrical Release,Feature,KR,1363,3709121750,431559,776669000.0,91435,Romance,12+,Commercial,0.21187137795759098,2020,36,0,5
993,Green Book,Park Heung-sik,2015-08-13,Theatrical Release,Feature,KR,572,3360045489,431310,999537689.0,123013,Other,15+,Commercial,0.28520785513899516,2015,36,1,4
994,Turning Mecard W: The Resurrection of Black Mirror,Peter Farrelly,2019-01-09,Theatrical Release,Feature,US,398,3603268560,429733,1945643390.0,229903,Romance,12+,Art film,0.5349903312056556,2019,63,0,5
995,Changsu,"Hong Heon-pyo, Kim Seok-won",2017-01-18,Theatrical Release,Feature,KR,570,3213263000,429569,676764500.0,86626,Animation,All Ages,Art film,0.2016579408663102,2017,36,3,2
996,Rango,Lee Deok-hee,2013-11-28,Theatrical Release,Feature,KR,415,3146542000,429141,740934000.0,96526,Romance,18+,Commercial,0.22492840348510162,2013,36,2,5
997,Office,Gore Verbinski,2011-03-03,Theatrical Release,Feature,US,314,3039396000,428896,1022909000.0,135829,Animation,All Ages,Commercial,0.31669449003954336,2011,63,3,2
998,Moby Dick,Hong Won-chan,2015-09-03,Theatrical Release,Feature,KR,425,3354086230,428429,801709530.0,97876,Action,15+,Commercial,0.22845325596539917,2015,36,1,0
999,Playful Kiss,Park In-je,2011-06-09,Theatrical Release,Feature,KR,377,3246572000,428139,1086129500.0,135442,Action,15+,Commercial,0.31635053101913163,2011,36,1,0
1000,The Smurfs: The Secret Forest,Frankie Chen,2019-03-27,Theatrical Release,Feature,TW,532,3501463050,428009,955732990.0,112053,Romance,12+,Art film,0.26180056961419035,2019,61,0,5
1001,two moons,Callie Asbury,2017-04-28,Theatrical Release,Feature,US,607,3122661000,427764,633690100.0,83429,Animation,All Ages,Commercial,0.19503511281921806,2017,63,3,2
1002,Don't forget me,Kim Dong-bin,2012-07-12,Theatrical Release,Feature,KR,347,2944786748,425972,605667102.0,83100,Other,15+,Commercial,0.19508324490811602,2012,36,1,4
1003,Target,Lee Yoon-jung,2016-01-07,Theatrical Release,Feature,KR,559,3398915000,425799,980935100.0,117670,Romance,15+,Commercial,0.27635104826455675,2016,36,1,5
1004,Divergent,Park Hee-gon,2023-08-30,Theatrical Release,Feature,KR,986,4003424694,424916,887077277.0,92021,Action,15+,Commercial,0.21656280300106373,2023,36,1,0
1005,Dust Collecting Romance,Neil Berger,2014-04-16,Theatrical Release,Feature,US,511,3297709011,424041,1056211911.0,129527,Other,15+,Commercial,0.3054586702700918,2014,63,1,4
1006,A MINECRAFT MOVIE,Kim Jung-hwan,2011-11-10,Theatrical Release,Feature,KR,294,2942253500,424002,755646500.0,101133,Romance,15+,Commercial,0.2385201013202768,2011,36,1,5
1007,A man sent by god,Jared Hess,2025-04-26,Theatrical Release,Feature,US,1450,4019951940,423666,825889610.0,81001,Other,12+,Commercial,0.19119070210968073,2025,63,0,4
1008,Bogota: The Land of Last Chance,Kim Jin-moo,2014-02-13,Theatrical Release,Feature,KR,285,3059228600,423026,823931500.0,111391,Romance,15+,Art film,0.2633195122758412,2014,36,1,5
1009,The Suicide Squad,Kim Sung-jae,2024-12-31,Theatrical Release,Feature,KR,1029,3899602760,422373,1009359700.0,106931,Other,15+,Commercial,0.2531672242307155,2024,36,1,4
1010,Onward: A Miracle of One Day,James Gunn,2021-08-04,Theatrical Release,Feature,US,1066,4382670930,418281,1356592110.0,126091,Action,18+,Commercial,0.3014504603364724,2021,63,2,0
1011,I want to see your parents' faces,Dan Scanlon,2020-06-17,Theatrical Release,Feature,US,1138,3581335060,416739,1108737520.0,122318,Animation,All Ages,Commercial,0.2935122462740468,2020,63,3,2
1012,Heungbu: The man who changed the world through writing,Kim Ji-hoon,2022-04-27,Theatrical Release,Feature,KR,1008,3948625280,416374,913708940.0,98153,Romance,15+,Commercial,0.23573277870376153,2022,36,1,5
1013,No,Jo Geun-Hyeon,2018-02-14,Theatrical Release,Feature,KR,627,3381050200,416303,886785300.0,107570,Other,12+,Commercial,0.2583935258693788,2018,36,0,4
1014,Rogue,Jordan Peele,2022-08-17,Theatrical Release,Feature,US,1031,4709541135,415969,1994749630.0,168031,Other,12+,Commercial,0.40395077517795797,2022,63,0,4
1015,Search 2,Oh Seung-wook,2015-05-27,Theatrical Release,Feature,KR,482,3262087431,414626,1116340931.0,136987,Romance,18+,Commercial,0.3303869028956216,2015,36,2,5
1016,Wolf Boy - Extended Edition,"Nicholas D. Johnson, Will Merrick",2023-02-22,Theatrical Release,Feature,US,868,4084323024,414598,1477904423.0,148045,Other,12+,Commercial,0.3570808349292568,2023,63,0,4
1017,Happy Death Day 2 You,Jo Seong-hee,2012-12-06,Theatrical Release,Feature,KR,278,2868302500,414083,767129500.0,105940,Romance,15+,Commercial,0.2558424277258424,2012,36,1,5
1018,King Arthur: The Legend of Sword,Christopher Landon,2019-02-14,Theatrical Release,Feature,US,657,3437809200,412850,942294620.0,110636,Other,15+,Commercial,0.26798110693956645,2019,63,1,4
1019,Remember,Guy Ritchie,2017-05-17,Theatrical Release,Feature,GB,588,3348220655,412843,953887855.0,113292,Other,12+,Commercial,0.2744190890968237,2017,22,0,4
1020,Ju-on: The Beginning of the End,Lee Il-hyung,2022-10-26,Theatrical Release,Feature,KR,1189,3970165717,412836,1037751573.0,104904,Romance,15+,Commercial,0.25410574659186697,2022,36,1,5
1021,Dino Mecard the Movie: Tinysaur Island,Masayuki Ochiai,2014-07-16,Theatrical Release,Feature,JP,394,3071127231,410644,695266031.0,88552,Other,15+,Commercial,0.21564177243549157,2014,35,1,4
1022,Loving Vincent,"Latest Kyu Choi, Jaewoon Yoo",2019-01-10,Theatrical Release,Feature,KR,763,3140214420,410131,535720640.0,66881,Animation,All Ages,Commercial,0.16307228665962825,2019,36,3,2
1023,Nut Job 2,"Dorota Kobiela, Hugh Welchman",2017-11-09,Theatrical Release,Feature,GB,272,3252392261,408322,1739794961.0,212631,Animation,15+,Art film,0.5207434328789534,2017,22,1,2
1024,Troll: Band Together,Callan Brunker,2017-10-03,Theatrical Release,Feature,KR,526,3038945100,407727,513530500.0,66475,Animation,All Ages,Commercial,0.16303801318038785,2017,36,3,2
1025,Pinocchio the Movie: The Great Adventure,Walt Dorn,2023-12-20,Theatrical Release,Feature,US,845,3756959485,407589,822397119.0,86129,Animation,All Ages,Commercial,0.21131335732809275,2023,63,3,2
1026,Blair Witch,"Carrie Jusnan, Jorgen Lerdam",2012-12-25,Theatrical Release,Feature,FI,306,2786834000,407264,630429500.0,88120,Animation,All Ages,Commercial,0.21637070794374166,2012,20,3,2
1027,Nine,Frankie Chen,2016-05-12,Theatrical Release,Feature,TW,176,3292020500,406284,1109174800.0,134427,Romance,15+,Art film,0.33086953953392206,2016,61,1,5
1029,Good friends,Michael Patrick King,2010-06-10,Theatrical Release,Feature,US,238,3074026799,405580,1683672000.0,214021,Romance,18+,Commercial,0.5276912076532373,2010,63,2,5
1030,Without a sound,Lee Do-yoon,2014-07-10,Theatrical Release,Feature,KR,371,3201527031,404456,869573831.0,104800,Other,18+,Commercial,0.25911347587871114,2014,36,2,4
1031,Insidious: The Red Door,Hong Ui-jeong,2020-10-15,Theatrical Release,Feature,KR,1084,3558023900,403326,843075990.0,93396,Other,15+,Commercial,0.23156454084289135,2020,36,1,4
1032,American Made,Patrick Wilson,2023-07-19,Theatrical Release,Feature,US,758,4096944506,401656,935224355.0,89193,Other,15+,Commercial,0.22206315852371183,2023,63,1,4
1033,Astro Boy - The Return of Atom,Doug Lyman,2017-09-14,Theatrical Release,Feature,US,691,3175539145,401541,932267045.0,114257,Other,15+,Commercial,0.28454628543536026,2017,63,1,4
1034,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),David Bowers,2010-01-13,Theatrical Release,Feature,US,285,2640270821,401477,642250500.0,91867,Animation,All Ages,Commercial,0.22882257265048808,2010,63,3,2
1035,Single in Seoul,Cathy Yan,2020-02-05,Theatrical Release,Feature,US,963,3548999190,401411,1138747780.0,122787,Action,15+,Commercial,0.3058884783924706,2020,63,1,0
1036,Ninja Turtles,Park Beom-su,2023-11-29,Theatrical Release,Feature,KR,917,3748567012,400651,1359848882.0,139476,Romance,12+,Commercial,0.34812342911910865,2023,36,0,5
1037,Fantastic Four,Jonathan Liebesman,2014-08-28,Theatrical Release,Feature,US,479,3321120147,400329,1078017647.0,120563,Action,12+,Commercial,0.3011597960677343,2014,63,0,0
1038,switch,Josh Trank,2015-08-20,Theatrical Release,Feature,US,451,3029310600,399667,820859100.0,103173,Action,12+,Commercial,0.25814740771692435,2015,63,0,0
1039,Rain and your story,Ma Dae-yoon,2023-01-04,Theatrical Release,Feature,KR,912,3793820810,399162,977792939.0,103811,Other,12+,Commercial,0.2600723515765529,2023,36,0,4
1040,The Expendables,Jo Jin-mo,2021-04-28,Theatrical Release,Feature,KR,957,3634766350,398580,1147542800.0,128739,Romance,All Ages,Commercial,0.3229941291585127,2021,36,3,5
1041,hot blood,Sylvester Stallone,2010-08-19,Theatrical Release,Feature,US,256,3025538174,398097,986171000.0,123723,Action,18+,Commercial,0.31078606470282366,2010,63,2,0
1042,I'm scared of love,Cheonmyeonggwan,2022-03-23,Theatrical Release,Feature,KR,1279,3782750970,398090,882288910.0,95533,Other,15+,Commercial,0.23997839684493455,2022,36,1,4
1043,Monster Family,Jung Woo-cheol,2011-03-10,Theatrical Release,Feature,KR,290,2992783000,397923,706539500.0,88089,Comedy,15+,Commercial,0.2213719739748645,2011,36,1,3
1044,Detective Conan: The Second Dimensional Sniper,Hogar Taff,2017-12-21,Theatrical Release,Feature,DE,617,2941183700,397633,545562900.0,69798,Animation,All Ages,Commercial,0.17553372079279134,2017,15,3,2
1045,count,Shizuno Kobun,2014-08-06,Theatrical Release,Feature,JP,299,2757396000,397381,596923300.0,83779,Animation,12+,Commercial,0.2108278956467471,2014,35,0,2
1046,Detective Conan: Zero's Executioner,Kwon Hyuk Jae,2023-02-22,Theatrical Release,Feature,KR,946,3772828091,397303,821482315.0,86921,Romance,12+,Commercial,0.21877760802208893,2023,36,0,5
1047,Pororo the Movie: Great Adventure Under the Sea,Tachikawa Yuzuru,2018-08-08,Theatrical Release,Feature,JP,542,3007522361,395408,701649561.0,88325,Animation,12+,Commercial,0.22337686642657711,2018,35,0,2
1048,Bad Guys,Yoon Je-wan,2025-01-01,Theatrical Release,Feature,KR,791,3361187720,395348,411730540.0,45553,Animation,All Ages,Commercial,0.11522253811831601,2025,36,3,2
1049,Detective Conan: Conspiracy on the Horizon,Pierre Peripel,2022-05-04,Theatrical Release,Feature,US,844,3680403970,390455,788761100.0,81590,Animation,All Ages,Commercial,0.2089613399751572,2022,63,3,2
1050,peter rabbit,Yasuichiro Yamamoto,2013-08-07,Theatrical Release,Feature,JP,316,2460173000,389253,417563500.0,63735,Animation,12+,Commercial,0.16373669567093896,2013,35,0,2
1051,The Lone Ranger,Will Gluck,2018-05-16,Theatrical Release,Feature,US,599,3006258100,388300,598557400.0,74077,Animation,All Ages,Commercial,0.19077259850630957,2018,63,3,2
1052,Pororo the Movie: Superstar Adventure,Gore Verbinski,2013-07-04,Theatrical Release,Feature,US,401,2750149500,387527,981855500.0,134579,Action,15+,Commercial,0.3472764478346025,2013,63,1,0
1053,shoot my heart,"Yoon Je-wan, Kim Seong-min",2023-12-13,Theatrical Release,Feature,KR,850,3532753203,387485,451402165.0,46970,Animation,All Ages,Commercial,0.12121759551982657,2023,36,3,2
1054,Gemini Man,For problem,2015-01-28,Theatrical Release,Feature,KR,452,2856859132,387409,602511932.0,79237,Romance,15+,Commercial,0.20453061235025516,2015,36,1,5
1055,My Dictator,Ian,2019-10-09,Theatrical Release,Feature,US,845,3295969230,387342,956421180.0,107352,Action,12+,Commercial,0.2771504252056322,2019,63,0,0
1056,Everything Everywhere All At Once,Lee Jun-hoon,2014-10-30,Theatrical Release,Feature,KR,654,2906692546,385934,882787046.0,111369,Romance,15+,Commercial,0.2885700663844077,2014,36,1,5
1057,"Mr. Peabody, the genius dog","Daniel Kwan, Daniel Scheinert",2022-10-12,Theatrical Release,Feature,US,620,4089186749,385696,2437878780.0,225464,Action,15+,Art film,0.5845640089604248,2022,63,1,0
1058,Seo Bok,Rob Minkoff,2014-04-24,Theatrical Release,Feature,US,533,2859791400,385552,752045900.0,96612,Animation,All Ages,Commercial,0.25058098518487776,2014,63,3,2
