rank,title,director,release_date,movie_type,format_type,nation,screens_total,sales_total_krw,audience_total,sales_seoul_krw,audience_seoul,genre,rating,film_class
5456,The Kiss in Front of Paris City Hall: Robert Doisneau,Clementine Deroudille,2017-08-24,Theatrical Release,Feature,FR,17,23713797,3200,17288397,2178,Documentary,All Ages,Art film
5457,Anonymous,Kim Seong-su,2014-05-29,Theatrical Release,Feature,KR,51,25063600,3199,8701500,1100,Mystery,15+,Commercial
5458,Septet: Hong Kong Story,"Sammo Hung, Ann Hui, Tam Gamyeong, Yuen Hwa-ping, Du Qi-bong, Im Yeong-dong, Seo Keuk",2023-05-11,Theatrical Release,Feature,HK,70,29305712,3199,15960359,1665,Drama,12+,Art film
5459,red family,Lee Joo-hyung,2013-11-06,Theatrical Release,Feature,KR,8,22678500,3192,9936500,1289,Drama,15+,Art film
5460,20 days in Mariupol,Mstislav Chernobyl,2024-11-06,Theatrical Release,Feature,US,50,27683060,3190,16810260,1756,Documentary,15+,Art film
5461,Born to Fly,Ryu Hyo-se,2023-11-22,Theatrical Release,Feature,CN,72,25243466,3183,7597628,805,Action,12+,Commercial
5462,A miracle shot up by song,Hani Abu Assad,2017-08-17,Theatrical Release,Feature,PS,13,20481200,3182,13112200,1836,Drama,12+,Art film
5463,One way,Andrew Baird,2023-02-09,Theatrical Release,Feature,US,50,25478197,3176,10833198,1348,Action,15+,Commercial
5464,Dustman,Kim Na-kyung,2021-04-07,Theatrical Release,Feature,KR,47,20748280,3175,12784310,1919,Drama,12+,Art film
5465,mat,Choi Ji-on,2023-11-30,Theatrical Release,Feature,KR,9,37835156,3175,23813756,2003,Mystery,12+,Art film
5466,In the name of the king 2,Uwe Boll,2014-04-03,Theatrical Release,Feature,DE,20,12325000,3170,3200000,1100,Action,15+,Commercial
5467,"Ado Special Live ""Shinzou"" in Cinema",Unknown,2025-04-23,Theatrical Release,Feature,JP,55,72841000,3167,27922000,1214,Performance,All Ages,Commercial
5468,Asura too,Yoon Yeo-chang,2021-03-18,Theatrical Release,Feature,KR,101,27725060,3166,5309570,634,Action,18+,Commercial
5469,Crazy city,Jang Tae-ryeong,2018-08-30,Theatrical Release,Feature,KR,4,24029500,3165,8129500,1034,Drama,15+,Commercial
5470,No Impact Man,"Laura Garbert, Justin Shane",2010-06-17,Theatrical Release,Feature,US,7,22501686,3160,19975400,2760,Documentary,All Ages,Art film
5471,Rurouni Kenshin: Kyoto Great Fire Arc,Otomo Casey,2015-02-26,Theatrical Release,Feature,JP,26,25230000,3160,15243300,1856,Action,15+,Art film
5472,10 minutes,"Lee Yong Seung, Park Ki Yong",2014-04-24,Theatrical Release,Feature,KR,23,24284400,3158,12884400,1640,Drama,12+,Art film
5473,To Leslie,Michael Morris,2023-11-29,Theatrical Release,Feature,US,32,27298086,3153,18982378,2065,Drama,15+,Art film
5474,The White-Haired Witch: Moonlight Heaven,Jang Ji-ryang,2014-10-01,Theatrical Release,Feature,CN,20,15699000,3151,8408000,1711,Fantasy,12+,Commercial
5475,feedback,Unknown,2022-01-05,Theatrical Release,Feature,ES,38,24000200,3151,11471300,1663,Horror,18+,Art film
5476,Mama and Papa,Jang Tae-ryeong,2010-05-20,Theatrical Release,Feature,KR,1,22468773,3149,20344000,2640,Drama,All Ages,Commercial
5477,Treat Me Like Fire,Marie Monge,2019-06-27,Theatrical Release,Feature,FR,34,23855780,3147,18005480,2283,Romance,18+,Art film
5478,"Momose, look here",Yakumo Saiji,2014-10-30,Theatrical Release,Feature,JP,31,24662500,3144,15659500,1920,Romance,All Ages,Art film
5479,Delicious Flight,Jeon Byeong-cheol,2015-10-22,Theatrical Release,Feature,KR,21,16041000,3141,8130000,1566,Romance,18+,Commercial
5480,Seven Psychopaths,Martin McDonagh,2014-09-18,Theatrical Release,Feature,GB,24,22319841,3135,15088841,2115,Comedy,18+,Art film
5481,Light on me,Ira Jacks,2012-11-01,Theatrical Release,Feature,US,6,24441600,3134,21393600,2637,Romance,18+,Art film
5482,Song of Love,Unknown,2020-09-10,Theatrical Release,Feature,Other,48,16134080,3133,5667600,1069,Drama,12+,Commercial
5483,We are in the ABC of relationships,Lee In's,2021-01-28,Theatrical Release,Feature,KR,39,24380140,3131,15877940,1939,Drama,All Ages,Art film
5484,Above the island of darkness,Unknown,2020-09-17,Theatrical Release,Feature,US,49,16101320,3131,5432800,1053,Horror,18+,Commercial
5485,"Allegory, It's Not Me",Unknown,2024-12-18,Theatrical Release,Omnibus,FR,29,30291100,3122,23144500,2224,Other,15+,Art film
5486,Carmen,Francesco Rossi,2015-12-07,Theatrical Release,Feature,FR,1,6497000,3118,6112000,3041,Drama,12+,Art film
5487,Thread: The beginning of a relationship,Takahisa Jeje,2021-10-14,Theatrical Release,Feature,JP,74,30913390,3116,18010320,1739,Drama,12+,Art film
5488,The Great Shark,Unknown,2021-08-05,Theatrical Release,Feature,HU,106,30678650,3114,9578150,927,Horror,12+,Commercial
5489,Godland,Hlinur Palmaison,2024-02-28,Theatrical Release,Feature,DK,24,25015530,3113,15511500,1662,Drama,15+,Art film
5490,Perfect lie,Jan Gozlan,2017-08-24,Theatrical Release,Feature,FR,21,22442600,3112,14879500,1990,Thriller,15+,Art film
5491,Halloween End,David Gordon Green,2022-10-13,Theatrical Release,Feature,US,14,18055992,3111,7907295,1199,Horror,18+,Commercial
5492,Wild Card,Simon West,2015-03-19,Theatrical Release,Feature,US,69,23712000,3109,6754500,903,Crime,18+,Commercial
5493,Four times,Michelangelo Framartino,2011-10-20,Theatrical Release,Feature,IT,10,23444000,3107,19943000,2539,Drama,All Ages,Art film
5494,Bang Bang Club,Steven Silver,2012-02-02,Theatrical Release,Feature,CA,13,23041700,3107,16974700,2194,Drama,18+,Art film
5495,They shot the piano player,"Fernando Trueba, Javier Mariscal",2025-01-29,Theatrical Release,Feature,ES,35,29472900,3104,19528200,1978,Animation,12+,Art film
5496,Volcano: A Man at a Turning Point in His Life,Luna Lunason,2012-11-22,Theatrical Release,Feature,IS,10,19982500,3103,12271500,1900,Drama,15+,Art film
5497,Miffy's Zoo Treasure Hunt,Hans Perk,2014-03-27,Theatrical Release,Feature,NL,5,20782000,3102,12873500,1960,Animation,All Ages,Commercial
5498,"Berlin, I Love You","Peter Chelsom, Til Schweiger, Diana Agron, Dennis Ganzel, Marcy Tadzidine, Danny Levy",2019-12-04,Theatrical Release,Feature,DE,5,5253400,3100,5164400,3069,Romance,15+,Art film
5499,Autumn Post Office,Im Wang Tae,2017-10-19,Theatrical Release,Feature,KR,74,23270700,3099,14316900,1792,Romance,12+,Art film
5500,fountain,Hwang Gyu-il,2018-11-29,Theatrical Release,Feature,KR,68,24757750,3098,17191650,1996,Romance,12+,Art film
5501,Opera-Turandot(Metropolitan),Franco Zeffirelli,2010-01-10,Theatrical Release,Feature,US,1,61747460,3094,60251000,3014,Performance,All Ages,Commercial
5502,Quentin Tarantino 8,Tara Wood,2019-10-30,Theatrical Release,Feature,US,21,22762500,3093,14673500,1960,Documentary,18+,Art film
5503,Beautiful star,Yoshida Daihachi,2018-01-18,Theatrical Release,Feature,JP,29,26082500,3092,19926000,2272,Sci-Fi,18+,Art film
5504,Paula,Christian Schwetzow,2017-11-09,Theatrical Release,Feature,DE,22,23578200,3091,15002100,1898,Drama,15+,Art film
5505,Wonderful life,Shin Chun Soo,2011-06-09,Theatrical Release,Feature,KR,17,23575200,3089,16869700,2149,Drama,12+,Art film
5506,leading,Son Seung-woong,2015-09-10,Theatrical Release,Feature,KR,21,24304000,3089,13724500,1614,Drama,18+,Art film
5507,Joyland,resign sadik,2023-12-13,Theatrical Release,Feature,Other,34,28504686,3082,20576006,2012,Drama,15+,Art film
5508,Happy Ending Project,Michael McGowan,2014-02-20,Theatrical Release,Feature,CA,16,20429500,3073,14503000,2143,Drama,12+,Art film
5509,Turn: The Street,Lim Seok-jin,2021-03-31,Theatrical Release,Feature,KR,34,18293000,3072,9300000,1389,Drama,12+,Art film
5510,Ghost,Jeong Ha-yong,2021-08-25,Theatrical Release,Feature,KR,31,26790200,3070,13304500,1547,Horror,18+,Art film
5511,white jungle,Song Yoon-hee,2011-12-01,Theatrical Release,Feature,KR,15,22831700,3070,17726200,2305,Documentary,All Ages,Art film
5512,There's an alien in here,Choi Eun-jong,2021-02-03,Theatrical Release,Feature,KR,121,27123130,3069,10293650,1072,Comedy,12+,Art film
5513,Unit 7,Alberto Rodriguez,2015-01-22,Theatrical Release,Feature,ES,20,16948000,3068,3538000,676,Drama,18+,Commercial
5514,A cornered rat dreams of cheese,Isao Yukisada,2023-02-08,Theatrical Release,Feature,JP,66,34624752,3065,26932589,2285,Drama,18+,Art film
5515,immigration,Chris Waits,2012-04-12,Theatrical Release,Feature,US,16,20901700,3063,15858700,2200,Drama,12+,Art film
5516,Natural Vice,Unknown,2022-11-24,Theatrical Release,Feature,US,49,15492600,3061,3366300,662,Crime,18+,Commercial
5517,6 Ways to Die,Nadim Sauma,2017-09-05,Theatrical Release,Feature,US,1,15285000,3057,15285000,3057,Action,15+,Commercial
5518,Tokyo Oasis,Kana Matsumoto,2011-12-01,Theatrical Release,Feature,JP,8,23935700,3052,21833200,2718,Drama,12+,Art film
5519,tuning fork,Abstract,2014-10-30,Theatrical Release,Feature,KR,46,24048800,3051,15391400,1858,Drama,15+,Art film
5520,The man with the iron heart,Cedric Jimenez,2018-11-08,Theatrical Release,Feature,US,51,22631450,3051,12115000,1605,Action,15+,Art film
5521,flow,Kim Hyun-jung,2023-03-29,Theatrical Release,Feature,KR,43,25201597,3051,14491797,1669,Drama,12+,Art film
5522,Yummy Pedal: Reload,Osamu Nabeshima,2016-01-14,Theatrical Release,Feature,JP,7,21326808,3050,16748676,2405,Animation,All Ages,Art film
5523,Brother,Shin Geun-ho,2021-10-07,Theatrical Release,Feature,KR,131,25349450,3049,4174100,423,Crime,15+,Commercial
5524,You are my vampire,Two-way meeting,2014-06-12,Theatrical Release,Feature,KR,13,22393000,3048,9265200,1192,Drama,15+,Art film
5525,End of the Earth,"Derek Lee, Cliff Prowse",2015-01-29,Theatrical Release,Feature,CA,32,24762700,3047,14547200,1775,Horror,18+,Art film
5526,Our Love History,The composition is,2016-06-29,Theatrical Release,Feature,KR,26,24084800,3043,14466000,1803,Romance,15+,Art film
5527,Wolfhound,Michael B. Chait,2023-02-09,Theatrical Release,Feature,US,50,24209397,3043,9793800,1235,Action,15+,Commercial
5528,Jungle,Greg McLean,2018-05-31,Theatrical Release,Feature,AU,45,24788300,3043,6257700,772,Action,15+,Art film
5529,Jane Goodall,Lorenz Knauer,2014-11-27,Theatrical Release,Feature,DE,29,22857000,3035,11908300,1440,Documentary,All Ages,Art film
5530,Millennium Part 1: Men Who Hate Women,Niels Arden Oplev,2012-01-05,Theatrical Release,Feature,SE,6,24060000,3033,18722000,2241,Thriller,18+,Art film
5531,Paperboy: Letter from a Death Row Inmate,Lee Daniels,2013-08-08,Theatrical Release,Feature,US,12,22677500,3030,16753500,2178,Thriller,18+,Art film
5532,ARKO LIVE Musical Sidereus,Unknown,2021-02-11,Theatrical Release,Feature,KR,14,45431500,3029,25843500,1723,Musical,All Ages,Commercial
5533,Revenger,Lee Seung-won,2018-12-06,Theatrical Release,Feature,KR,57,22088100,3028,5707000,658,Action,15+,Commercial
5534,Aida,Graham Big,2012-12-22,Theatrical Release,Feature,DE,2,82736000,3028,78993500,2899,Performance,All Ages,Art film
5535,Mutant Escape,Sean Patrick O'Reilly,2023-04-05,Theatrical Release,Feature,CA,116,25897800,3025,7362000,861,Action,15+,Art film
5536,April is your lie,Shinjo Takehiko,2022-04-20,Theatrical Release,Feature,JP,109,30639200,3025,16991900,1627,Romance,All Ages,Commercial
5537,Children of Vasco,Kim Kyung-sik,2014-08-14,Theatrical Release,Feature,KR,7,18034500,3024,4255000,665,Documentary,All Ages,Art film
5538,Shot caller,Rick Roman War,2018-05-04,Theatrical Release,Feature,US,59,20491100,3021,10027000,1607,Crime,18+,Art film
5539,How to prepare the perfect speech,Laurent Tirard,2022-05-19,Theatrical Release,Feature,FR,51,28249000,3019,21698800,2227,Comedy,15+,Art film
5540,Helen: A Self-Portrait of My Soul,Anti Jokinen,2021-02-25,Theatrical Release,Feature,Other,40,23901100,3015,15343140,1808,Drama,12+,Art film
5541,Kate McCall,Karen Moncrief,2014-05-22,Theatrical Release,Feature,US,24,23062500,3014,13524000,1808,Thriller,15+,Commercial
5542,Seonjong Mumungwan,Yoon Yong-jin,2018-12-13,Theatrical Release,Feature,KR,3,25023800,3012,10186800,1168,Drama,All Ages,Art film
5543,Paul the Servant,Kwon Hyuk Man,2022-11-24,Theatrical Release,Feature,KR,23,29099600,3004,14199100,1330,Historical,All Ages,Art film
5544,Piggy,Carlota Pereda,2023-04-26,Theatrical Release,Feature,ES,69,27463417,3000,17345019,1903,Thriller,15+,Art film
5545,Desolate,Unknown,2022-12-06,Theatrical Release,Feature,US,49,15059599,2999,3244000,645,Action,15+,Commercial
5546,Firefly's Light,Hiroshi Yoshino,2012-09-06,Theatrical Release,Feature,JP,13,23127500,2989,18339500,2330,Romance,12+,Art film
5547,Hunter X Hunter the Movie: Phantom Rouge,Sato Yuzo,2013-06-27,Theatrical Release,Feature,JP,47,18568000,2988,9744500,1588,Animation,15+,Commercial
5548,Madman Okhanheum,Kim Sang-cheol,2017-12-28,Theatrical Release,Feature,KR,18,22537200,2985,6341000,893,Documentary,All Ages,Commercial
5549,The Kernel,Ivan Kavanagh,2015-08-20,Theatrical Release,Feature,IE,44,23722100,2982,10643600,1296,Horror,18+,Art film
5550,After the diving bell,Lee Sang-ho,2018-05-24,Theatrical Release,Feature,KR,48,23524000,2981,11889000,1347,Documentary,12+,Art film
5551,High Life,Claire Denis,2019-10-30,Theatrical Release,Feature,GB,28,24500580,2978,17981480,2043,Sci-Fi,18+,Art film
5552,Girls of the Sun,Eva Husson,2020-10-22,Theatrical Release,Feature,FR,103,25580970,2971,13742370,1501,Drama,15+,Art film
5553,Live in 3D Wheesung: It's Real,Jeong Seong-bok,2010-09-30,Theatrical Release,Feature,KR,30,40389134,2967,26837000,2014,Documentary,All Ages,Commercial
5554,Nine's Life,Alexander Aya,2017-09-07,Theatrical Release,Feature,GB,74,22545500,2964,9996500,1247,Mystery,15+,Commercial
5555,The Murderer's Memory: New Memory,Won Shin Yeon,2017-11-01,Theatrical Release,Feature,KR,24,19563000,2958,9579500,1379,Crime,18+,Commercial
5556,Thornapple Fire Watch 2022 Live Concert Film,Geumgangsan,2023-03-08,Theatrical Release,Feature,KR,10,58910900,2957,40871200,2053,Performance,All Ages,Commercial
5557,Run boy run,Oh Won-jae,2020-05-28,Theatrical Release,Feature,KR,25,20893740,2956,11386020,1536,Drama,15+,Commercial
5558,Itaewon,Kang Yu-Ga-Ram,2019-12-05,Theatrical Release,Feature,KR,15,24592760,2956,21105660,2392,Documentary,15+,Art film
5559,Korean man in Paris,Transfer date,2016-01-28,Theatrical Release,Feature,KR,24,21733000,2951,13772500,1806,Drama,18+,Art film
5560,Karate,Chae Yeo-jun,2020-04-09,Theatrical Release,Feature,KR,79,25089500,2950,7524500,930,Action,15+,Commercial
5561,We always lived in the castle,Stacey Passion,2019-07-11,Theatrical Release,Feature,US,27,24015480,2950,18450620,2236,Mystery,15+,Art film
5562,That's right.,"Kim So-hyung, Park Dong-hoon, Choi Ha-na, Song Hyun-joo, Han In-mi, Yoon Seong-ho",2023-05-17,Theatrical Release,Omnibus,KR,34,24610082,2943,14309082,1515,Comedy,All Ages,Art film
5563,Panic Run,philip noyce,2023-01-04,Theatrical Release,Feature,US,53,29729495,2943,18261398,1814,Thriller,12+,Art film
5564,"Goodbye, Pyongyang",Yang Young-hee,2011-03-03,Theatrical Release,Feature,KR,11,20656500,2940,14153500,1934,Documentary,All Ages,Art film
5565,Warring States: The Age of Heroes,Gold needle,2013-05-16,Theatrical Release,Feature,CN,5,13958000,2938,8210000,1510,Action,15+,Commercial
5566,Jekyll and Hyde,Don Roy King,2013-03-06,Theatrical Release,Feature,US,10,52004000,2938,41001000,2325,Musical,12+,Commercial
5567,Silver Bell,Harold Cronk,2016-12-15,Theatrical Release,Feature,US,21,21802000,2935,13449000,1797,Comedy,All Ages,Commercial
5568,Long polling,Martin Provost,2012-10-25,Theatrical Release,Feature,FR,11,21536800,2934,17647800,2255,Drama,18+,Art film
5569,My promise with spring day,Baek Seungbin,2018-06-28,Theatrical Release,Feature,KR,86,22032500,2929,13894400,1855,Mystery,15+,Art film
5570,Three Kingdoms - Muyeongja,Zhang Yimou,2018-12-13,Theatrical Release,Feature,CN,38,15548500,2927,7750000,1080,Action,15+,Commercial
5571,"Sabina: Suffering for Christ, Nazi Era",John Gruters,2021-11-25,Theatrical Release,Feature,US,44,29425840,2914,12441340,1264,Drama,12+,Art film
5572,Goodbye boy,Noh Hong-jin,2011-06-02,Theatrical Release,Feature,KR,16,22340000,2913,13500000,1707,Drama,18+,Art film
5573,Renaissance Films by Beyonce,Unknown,2023-12-21,Theatrical Release,Feature,US,19,72770500,2911,52121500,2085,Performance,15+,Commercial
5574,The One I Love,Charlie McDowell,2015-11-05,Theatrical Release,Feature,US,58,22910500,2910,10575500,1294,Fantasy,15+,Art film
5575,Survive the night,Matt Escandari,2021-02-03,Theatrical Release,Feature,US,11,14424140,2908,7110360,1449,Action,15+,Commercial
5576,Wind,Park Kyu-sik,2024-08-28,Theatrical Release,Feature,KR,48,21426755,2908,3148500,633,Comedy,12+,Art film
5577,Hitchcock Truffaut,kent jones,2016-08-25,Theatrical Release,Feature,FR,18,23264100,2901,18436500,2189,Documentary,15+,Art film
5578,This is our end,Kim Kyung-mook,2014-06-26,Theatrical Release,Feature,KR,25,21283800,2898,15885300,2090,Drama,18+,Art film
5579,General Oh's Claws,Kim Jae-han,2018-08-15,Theatrical Release,Feature,KR,9,16370600,2894,1179000,323,War,12+,Art film
5580,This is Amico,Unknown,2024-02-28,Theatrical Release,Feature,JP,40,25897330,2893,16542500,1755,Family,All Ages,Art film
5581,Falling Snow,Shamim Sharif,2017-02-09,Theatrical Release,Feature,GB,22,20078000,2892,15755000,2145,Romance,15+,Art film
5582,Ip Man 4: The Ultimate Fighter,Gu Ye-do,2013-06-27,Theatrical Release,Feature,HK,5,16017000,2888,16017000,2888,Drama,15+,Commercial
5583,The door of night opens,Eun-Jeong Yoo,2019-08-15,Theatrical Release,Feature,KR,20,22690100,2887,16635400,1916,Fantasy,12+,Art film
5584,The Girl Who Leapt Through Time,Masaki Taniguchi,2011-03-24,Theatrical Release,Feature,JP,13,21057000,2886,15109500,2054,Fantasy,All Ages,Art film
5585,Impossible Love,Catherine Corsini,2022-07-28,Theatrical Release,Feature,FR,30,27178900,2885,19893400,1950,Drama,18+,Art film
5586,Home Times,Raya,2018-10-25,Theatrical Release,Feature,KR,20,24646950,2882,21579950,2435,Documentary,All Ages,Art film
5587,Tomorrow's Joe,Sound Fumihiko,2011-06-30,Theatrical Release,Feature,JP,22,22219000,2881,14365000,1834,Drama,15+,Commercial
5588,Go south,Lee Song Hee Il,2012-11-15,Theatrical Release,Feature,KR,11,10532250,2877,8586000,2298,Romance,18+,Art film
5589,Lara's Mysterious Adventures,Reese Osball,2021-03-18,Theatrical Release,Feature,Other,165,23773050,2875,4668900,535,Animation,All Ages,Art film
5590,Archaeology of Love,Lee Wan-min,2023-04-12,Theatrical Release,Feature,KR,42,26188958,2874,19479300,2033,Drama,15+,Art film
5591,Barbie,Emilio Estevez,2010-02-04,Theatrical Release,Feature,US,17,22454545,2867,18138000,2265,Drama,15+,Art film
5592,cat funeral,Lee Jong Hoon,2015-01-15,Theatrical Release,Feature,KR,46,23200900,2865,17496200,2146,Romance,12+,Art film
5593,The Other Side,"Oscar Melander, Thord Danielsson",2021-03-25,Theatrical Release,Feature,Other,20,17184130,2863,9164470,1528,Horror,12+,Art film
5594,fairy,Shin Taek-soo,2022-12-01,Theatrical Release,Feature,KR,32,24918497,2861,15404497,1688,Drama,12+,Art film
5595,Jackie and Ryan,Ami Canaan Man,2015-11-19,Theatrical Release,Feature,US,62,22080000,2860,11856000,1483,Drama,12+,Art film
5596,I've loved you for a long time,Philippe Claudel,2010-01-07,Theatrical Release,Feature,FR,3,20401309,2858,16676000,2243,Drama,15+,Art film
5597,"Lambic, the beer of time and passion",Daniel Ruiz,2023-10-11,Theatrical Release,Feature,ES,26,20525578,2856,14449678,1766,Documentary,All Ages,Art film
5598,Level 16,Unknown,2020-12-10,Theatrical Release,Feature,CA,137,25928300,2856,10058250,1066,Thriller,15+,Art film
5599,Ready Action Youth,"Kim Jin-moo, Park Ga-hee, Joo Seong-su, Jeong Won-sik",2014-11-13,Theatrical Release,Omnibus,KR,22,22317300,2855,17852300,2228,Drama,18+,Art film
5600,Aida,Unknown,2019-02-02,Theatrical Release,Feature,US,6,69960000,2854,50853000,2086,Performance,All Ages,Commercial
